date,month,temperature,rainfall,humidity,lake_name,elevation,lake_area,glacier_area
2023-09-29,9,-1.2000000000000002,0.0,53.98517570669122,Imja Tsho,5010,1.28,4.5
2023-09-30,9,-1.2999999999999998,0.6,80.90102103173082,Imja Tsho,5010,1.28,4.5
2023-10-01,10,0.15000000000000013,0.9,88.53245384344305,Imja Tsho,5010,1.28,4.5
2023-10-02,10,-0.050000000000000044,0.7,81.06612108644269,Imja Tsho,5010,1.28,4.5
2023-10-03,10,-0.25,0.0,54.79009969569609,Imja Tsho,5010,1.28,4.5
2023-10-04,10,-0.6499999999999999,0.9,77.90349942284547,Imja Tsho,5010,1.28,4.5
2023-10-05,10,-0.44999999999999996,0.1,81.15800926220686,Imja Tsho,5010,1.28,4.5
2023-10-06,10,-0.25,0.0,47.39890105065156,Imja Tsho,5010,1.28,4.5
2023-10-07,10,-0.8499999999999999,0.1,75.10723040858927,Imja Tsho,5010,1.28,4.5
2023-10-08,10,-1.0499999999999998,0.0,52.93839864759903,Imja Tsho,5010,1.28,4.5
2023-10-09,10,0.0,0.0,45.695633579198606,Imja Tsho,5010,1.28,4.5
2023-10-10,10,-1.45,0.0,41.37945551921842,Imja Tsho,5010,1.28,4.5
2023-10-11,10,-3.65,0.0,68.14055546394229,Imja Tsho,5010,1.28,4.5
2023-10-12,10,-3.55,0.0,60.23391788802057,Imja Tsho,5010,1.28,4.5
2023-10-13,10,-4.25,0.0,58.33066379063146,Imja Tsho,5010,1.28,4.5
2023-10-14,10,-3.7,0.0,52.29924443056698,Imja Tsho,5010,1.28,4.5
2023-10-15,10,-4.2,0.0,42.11469139310672,Imja Tsho,5010,1.28,4.5
2023-10-16,10,-5.25,0.0,43.56485061688944,Imja Tsho,5010,1.28,4.5
2023-10-17,10,-6.75,0.0,62.531948869914046,Imja Tsho,5010,1.28,4.5
2023-10-18,10,-9.8,0.2,84.16298680821014,Imja Tsho,5010,1.28,4.5
2023-10-19,10,-10.45,0.0,69.6781026506615,Imja Tsho,5010,1.28,4.5
2023-10-20,10,-9.45,0.0,48.33510321280838,Imja Tsho,5010,1.28,4.5
2023-10-21,10,-7.949999999999999,0.0,46.92934236541171,Imja Tsho,5010,1.28,4.5
2023-10-22,10,-7.7,0.0,41.944412352060404,Imja Tsho,5010,1.28,4.5
2023-10-23,10,-8.95,0.0,65.85299175101471,Imja Tsho,5010,1.28,4.5
2023-10-24,10,-9.6,0.0,69.1805876452297,Imja Tsho,5010,1.28,4.5
2023-10-25,10,-9.8,0.0,49.14794676219418,Imja Tsho,5010,1.28,4.5
2023-10-26,10,-8.55,0.0,65.94764051274292,Imja Tsho,5010,1.28,4.5
2023-10-27,10,-8.25,0.0,48.3925372384856,Imja Tsho,5010,1.28,4.5
2023-10-28,10,-7.4,0.0,62.28561737763454,Imja Tsho,5010,1.28,4.5
2023-10-29,10,-5.4,0.0,45.61730423784053,Imja Tsho,5010,1.28,4.5
2023-10-30,10,-5.949999999999999,0.0,64.82994182517953,Imja Tsho,5010,1.28,4.5
2023-10-31,10,-6.25,0.0,61.018702546824535,Imja Tsho,5010,1.28,4.5
2023-11-01,11,-6.8,0.0,41.91204837707256,Imja Tsho,5010,1.28,4.5
2023-11-02,11,-8.4,0.0,59.330921487204435,Imja Tsho,5010,1.28,4.5
2023-11-03,11,-10.25,0.0,46.93511077404565,Imja Tsho,5010,1.28,4.5
2023-11-04,11,-11.95,0.4,90.8536451953089,Imja Tsho,5010,1.28,4.5
2023-11-05,11,-10.649999999999999,0.0,61.09286876779643,Imja Tsho,5010,1.28,4.5
2023-11-06,11,-9.25,0.0,55.43384352273251,Imja Tsho,5010,1.28,4.5
2023-11-07,11,-8.3,0.0,56.89724849401112,Imja Tsho,5010,1.28,4.5
2023-11-08,11,-10.1,0.2,88.13060957040645,Imja Tsho,5010,1.28,4.5
2023-11-09,11,-10.25,0.1,83.79335302198959,Imja Tsho,5010,1.28,4.5
2023-11-10,11,-9.25,0.0,41.661599769662764,Imja Tsho,5010,1.28,4.5
2023-11-11,11,-11.700000000000001,0.0,45.662952488814874,Imja Tsho,5010,1.28,4.5
2023-11-12,11,-11.450000000000001,0.0,45.50840960387804,Imja Tsho,5010,1.28,4.5
2023-11-13,11,-11.200000000000001,0.0,68.15287967695994,Imja Tsho,5010,1.28,4.5
2023-11-14,11,-7.699999999999999,0.0,53.79519107091072,Imja Tsho,5010,1.28,4.5
2023-11-15,11,-7.6,0.0,64.99204971143689,Imja Tsho,5010,1.28,4.5
2023-11-16,11,-9.350000000000001,0.0,60.13455947462384,Imja Tsho,5010,1.28,4.5
2023-11-17,11,-8.7,0.0,53.330965260999804,Imja Tsho,5010,1.28,4.5
2023-11-18,11,-7.8500000000000005,0.0,58.32890231246332,Imja Tsho,5010,1.28,4.5
2023-11-19,11,-6.75,0.0,45.64004178908479,Imja Tsho,5010,1.28,4.5
2023-11-20,11,-7.25,0.0,66.9732677544645,Imja Tsho,5010,1.28,4.5
2023-11-21,11,-10.55,0.0,57.8433540818568,Imja Tsho,5010,1.28,4.5
2023-11-22,11,-9.85,0.0,68.11503667965701,Imja Tsho,5010,1.28,4.5
2023-11-23,11,-11.35,0.0,43.0163771622007,Imja Tsho,5010,1.28,4.5
2023-11-24,11,-11.8,0.0,65.54402594798398,Imja Tsho,5010,1.28,4.5
2023-11-25,11,-9.4,0.0,69.5961490245808,Imja Tsho,5010,1.28,4.5
2023-11-26,11,-7.949999999999999,0.0,59.712308175109,Imja Tsho,5010,1.28,4.5
2023-11-27,11,-7.2,0.0,60.49501871179487,Imja Tsho,5010,1.28,4.5
2023-11-28,11,-10.0,0.0,44.52976796643926,Imja Tsho,5010,1.28,4.5
2023-11-29,11,-11.5,0.0,51.983578256143005,Imja Tsho,5010,1.28,4.5
2023-11-30,11,-11.45,0.0,55.5533719674666,Imja Tsho,5010,1.28,4.5
2023-12-01,12,-11.95,0.0,55.93542069698941,Imja Tsho,5010,1.28,4.5
2023-12-02,12,-13.399999999999999,0.0,66.97065981610616,Imja Tsho,5010,1.28,4.5
2023-12-03,12,-14.2,0.0,52.64445452777789,Imja Tsho,5010,1.28,4.5
2023-12-04,12,-12.0,0.0,51.40484678234289,Imja Tsho,5010,1.28,4.5
2023-12-05,12,-10.35,0.0,60.45370414064253,Imja Tsho,5010,1.28,4.5
2023-12-06,12,-11.05,0.0,60.26592074540358,Imja Tsho,5010,1.28,4.5
2023-12-07,12,-12.1,0.0,53.25903292362838,Imja Tsho,5010,1.28,4.5
2023-12-08,12,-14.850000000000001,0.0,50.51352791957471,Imja Tsho,5010,1.28,4.5
2023-12-09,12,-15.3,0.0,51.293587402775714,Imja Tsho,5010,1.28,4.5
2023-12-10,12,-14.0,0.0,59.55985239883645,Imja Tsho,5010,1.28,4.5
2023-12-11,12,-14.5,0.0,55.536983393432735,Imja Tsho,5010,1.28,4.5
2023-12-12,12,-18.55,0.0,42.4409813797467,Imja Tsho,5010,1.28,4.5
2023-12-13,12,-16.4,0.1,90.00806182127131,Imja Tsho,5010,1.28,4.5
2023-12-14,12,-11.950000000000001,0.0,48.537318132560536,Imja Tsho,5010,1.28,4.5
2023-12-15,12,-13.05,0.0,48.6575530323533,Imja Tsho,5010,1.28,4.5
2023-12-16,12,-8.35,0.0,62.8397868869016,Imja Tsho,5010,1.28,4.5
2023-12-17,12,-5.6,0.0,54.819130404392695,Imja Tsho,5010,1.28,4.5
2023-12-18,12,-5.6,0.0,45.37178634873753,Imja Tsho,5010,1.28,4.5
2023-12-19,12,-11.85,0.0,40.55983278628355,Imja Tsho,5010,1.28,4.5
2023-12-20,12,-12.7,0.0,48.67637121920676,Imja Tsho,5010,1.28,4.5
2023-12-21,12,-12.05,0.0,56.77191869559233,Imja Tsho,5010,1.28,4.5
2023-12-22,12,-11.350000000000001,0.0,55.80130159657023,Imja Tsho,5010,1.28,4.5
2023-12-23,12,-10.25,0.0,50.52181682396854,Imja Tsho,5010,1.28,4.5
2023-12-24,12,-16.0,0.0,40.873523950870805,Imja Tsho,5010,1.28,4.5
2023-12-25,12,-14.899999999999999,0.0,69.832802862585,Imja Tsho,5010,1.28,4.5
2023-12-26,12,-15.2,0.0,50.062661581935764,Imja Tsho,5010,1.28,4.5
2023-12-27,12,-14.4,0.0,53.70465654332403,Imja Tsho,5010,1.28,4.5
2023-12-28,12,-15.25,0.0,53.698302591643305,Imja Tsho,5010,1.28,4.5
2023-12-29,12,-16.6,0.0,56.69027581320447,Imja Tsho,5010,1.28,4.5
2023-12-30,12,-16.1,0.0,67.32291554076025,Imja Tsho,5010,1.28,4.5
2023-12-31,12,-15.899999999999999,0.0,64.60405707705777,Imja Tsho,5010,1.28,4.5
2024-01-01,1,-17.55,0.0,44.15321453685177,Imja Tsho,5010,1.28,4.5
2024-01-02,1,-17.05,0.0,54.11440602178754,Imja Tsho,5010,1.28,4.5
2024-01-03,1,-15.45,0.0,66.92712835830497,Imja Tsho,5010,1.28,4.5
2024-01-04,1,-18.35,0.0,50.3600450657224,Imja Tsho,5010,1.28,4.5
2024-01-05,1,-18.2,0.0,42.64317750763411,Imja Tsho,5010,1.28,4.5
2024-01-06,1,-14.25,0.0,65.55615433191412,Imja Tsho,5010,1.28,4.5
2024-01-07,1,-14.75,0.0,42.360908510352644,Imja Tsho,5010,1.28,4.5
2024-01-08,1,-14.850000000000001,0.1,87.08112852121889,Imja Tsho,5010,1.28,4.5
2024-01-09,1,-12.2,0.0,68.99716473245988,Imja Tsho,5010,1.28,4.5
2024-01-10,1,-12.3,0.0,56.68775097168512,Imja Tsho,5010,1.28,4.5
2024-01-11,1,-16.7,0.0,42.60810646597771,Imja Tsho,5010,1.28,4.5
2024-01-12,1,-16.650000000000002,0.0,69.47353563561956,Imja Tsho,5010,1.28,4.5
2024-01-13,1,-15.3,0.0,45.94540372382135,Imja Tsho,5010,1.28,4.5
2024-01-14,1,-14.899999999999999,0.0,43.541918412532475,Imja Tsho,5010,1.28,4.5
2024-01-15,1,-16.7,0.0,57.64590975344156,Imja Tsho,5010,1.28,4.5
2024-01-16,1,-17.65,0.0,45.88082754355336,Imja Tsho,5010,1.28,4.5
2024-01-17,1,-15.2,0.0,55.0639130820683,Imja Tsho,5010,1.28,4.5
2024-01-18,1,-18.4,0.0,45.724041439193215,Imja Tsho,5010,1.28,4.5
2024-01-19,1,-12.85,0.0,69.83510557452308,Imja Tsho,5010,1.28,4.5
2024-01-20,1,-10.0,0.0,50.9362482878675,Imja Tsho,5010,1.28,4.5
2024-01-21,1,-9.15,0.1,93.41081607555361,Imja Tsho,5010,1.28,4.5
2024-01-22,1,-10.1,0.0,53.281260192145595,Imja Tsho,5010,1.28,4.5
2024-01-23,1,-12.5,0.1,82.92572566754644,Imja Tsho,5010,1.28,4.5
2024-01-24,1,-19.0,0.1,93.81518222414243,Imja Tsho,5010,1.28,4.5
2024-01-25,1,-20.5,0.0,69.55447753197612,Imja Tsho,5010,1.28,4.5
2024-01-26,1,-20.5,0.1,78.12234352223717,Imja Tsho,5010,1.28,4.5
2024-01-27,1,-19.2,0.0,51.48451822135827,Imja Tsho,5010,1.28,4.5
2024-01-28,1,-18.75,0.0,44.081129855700404,Imja Tsho,5010,1.28,4.5
2024-01-29,1,-18.05,0.0,56.997269693452715,Imja Tsho,5010,1.28,4.5
2024-01-30,1,-16.95,0.0,60.19968308221479,Imja Tsho,5010,1.28,4.5
2024-01-31,1,-17.9,0.0,56.917024220036026,Imja Tsho,5010,1.28,4.5
2024-02-01,2,-18.25,0.3,87.6528444466217,Imja Tsho,5010,1.28,4.5
2024-02-02,2,-17.5,0.0,52.54828973929253,Imja Tsho,5010,1.28,4.5
2024-02-03,2,-14.75,0.0,46.94798492551819,Imja Tsho,5010,1.28,4.5
2024-02-04,2,-15.2,0.0,55.03182969517663,Imja Tsho,5010,1.28,4.5
2024-02-05,2,-10.0,0.0,53.67172278480239,Imja Tsho,5010,1.28,4.5
2024-02-06,2,-8.6,0.0,46.63488376621441,Imja Tsho,5010,1.28,4.5
2024-02-07,2,-6.4,0.0,57.275200421322815,Imja Tsho,5010,1.28,4.5
2024-02-08,2,-12.05,0.0,61.046521634584266,Imja Tsho,5010,1.28,4.5
2024-02-09,2,-17.6,0.0,47.632672723706875,Imja Tsho,5010,1.28,4.5
2024-02-10,2,-16.6,0.4,79.32193603771802,Imja Tsho,5010,1.28,4.5
2024-02-11,2,-19.35,0.0,40.54414212862095,Imja Tsho,5010,1.28,4.5
2024-02-12,2,-17.95,0.0,48.0902706588481,Imja Tsho,5010,1.28,4.5
2024-02-13,2,-17.5,0.2,87.48929583418735,Imja Tsho,5010,1.28,4.5
2024-02-14,2,-15.4,0.0,40.68582121946604,Imja Tsho,5010,1.28,4.5
2024-02-15,2,-17.85,0.0,61.72102852542855,Imja Tsho,5010,1.28,4.5
2024-02-16,2,-18.0,0.0,55.669108693469624,Imja Tsho,5010,1.28,4.5
2024-02-17,2,-18.25,0.0,48.43518568955722,Imja Tsho,5010,1.28,4.5
2024-02-18,2,-16.65,0.0,62.97237122312524,Imja Tsho,5010,1.28,4.5
2024-02-19,2,-13.05,0.0,68.96194405988727,Imja Tsho,5010,1.28,4.5
2024-02-20,2,-7.8500000000000005,0.0,40.866131355856176,Imja Tsho,5010,1.28,4.5
2024-02-21,2,-9.55,0.0,46.72650428497017,Imja Tsho,5010,1.28,4.5
2024-02-22,2,-12.4,0.0,53.09964432158825,Imja Tsho,5010,1.28,4.5
2024-02-23,2,-22.799999999999997,0.1,78.37974609076731,Imja Tsho,5010,1.28,4.5
2024-02-24,2,-23.0,0.0,60.13560349810111,Imja Tsho,5010,1.28,4.5
2024-02-25,2,-14.05,0.0,43.8562754761314,Imja Tsho,5010,1.28,4.5
2024-02-26,2,-15.75,0.0,62.25058166702483,Imja Tsho,5010,1.28,4.5
2024-02-27,2,-16.2,0.0,49.045864486531705,Imja Tsho,5010,1.28,4.5
2024-02-28,2,-17.35,0.0,45.32825934445773,Imja Tsho,5010,1.28,4.5
2024-02-29,2,-15.1,0.0,45.05073348672647,Imja Tsho,5010,1.28,4.5
2024-03-01,3,-16.45,0.0,40.54978146677755,Imja Tsho,5010,1.28,4.5
2024-03-02,3,-15.649999999999999,0.0,45.94290303756739,Imja Tsho,5010,1.28,4.5
2024-03-03,3,-12.3,0.1,82.47427525862521,Imja Tsho,5010,1.28,4.5
2024-03-04,3,-11.6,0.0,43.23254082097795,Imja Tsho,5010,1.28,4.5
2024-03-05,3,-10.9,0.0,51.8408552900736,Imja Tsho,5010,1.28,4.5
2024-03-06,3,-9.7,0.0,68.05443975474323,Imja Tsho,5010,1.28,4.5
2024-03-07,3,-15.7,0.0,48.779089944335794,Imja Tsho,5010,1.28,4.5
2024-03-08,3,-17.5,0.0,51.5240052734254,Imja Tsho,5010,1.28,4.5
2024-03-09,3,-15.95,0.0,59.23904660578793,Imja Tsho,5010,1.28,4.5
2024-03-10,3,-14.95,0.0,47.15575836369367,Imja Tsho,5010,1.28,4.5
2024-03-11,3,-10.4,0.0,45.178097498909665,Imja Tsho,5010,1.28,4.5
2024-03-12,3,-9.05,0.0,51.855439070774565,Imja Tsho,5010,1.28,4.5
2024-03-13,3,-11.1,0.0,59.55888593394498,Imja Tsho,5010,1.28,4.5
2024-03-14,3,-13.45,0.0,53.46052588272386,Imja Tsho,5010,1.28,4.5
2024-03-15,3,-13.100000000000001,0.1,80.68613709663592,Imja Tsho,5010,1.28,4.5
2024-03-16,3,-18.15,0.0,59.07452059789337,Imja Tsho,5010,1.28,4.5
2024-03-17,3,-17.15,0.0,60.2122485734435,Imja Tsho,5010,1.28,4.5
2024-03-18,3,-15.25,0.0,46.582954828656966,Imja Tsho,5010,1.28,4.5
2024-03-19,3,-17.95,0.0,64.60968047505594,Imja Tsho,5010,1.28,4.5
2024-03-20,3,-13.55,0.0,67.08424893671857,Imja Tsho,5010,1.28,4.5
2024-03-21,3,-11.2,0.0,49.659161517507336,Imja Tsho,5010,1.28,4.5
2024-03-22,3,-8.45,0.0,40.735950098979316,Imja Tsho,5010,1.28,4.5
2024-03-23,3,-14.05,0.0,54.913720892369284,Imja Tsho,5010,1.28,4.5
2024-03-24,3,-14.05,0.0,61.11216679989082,Imja Tsho,5010,1.28,4.5
2024-03-25,3,-12.25,0.1,76.12005327500786,Imja Tsho,5010,1.28,4.5
2024-03-26,3,-13.4,0.0,43.74589999710713,Imja Tsho,5010,1.28,4.5
2024-03-27,3,-12.5,0.0,68.34491302827963,Imja Tsho,5010,1.28,4.5
2024-03-28,3,-11.25,0.0,50.06922147365675,Imja Tsho,5010,1.28,4.5
2024-03-29,3,-8.95,0.0,56.45121908775391,Imja Tsho,5010,1.28,4.5
2024-03-30,3,-10.1,0.0,59.60693849643429,Imja Tsho,5010,1.28,4.5
2024-03-31,3,-11.549999999999999,0.0,52.15255255634595,Imja Tsho,5010,1.28,4.5
2024-04-01,4,-14.149999999999999,0.0,57.608278046059766,Imja Tsho,5010,1.28,4.5
2024-04-02,4,-10.55,0.0,69.6728299840817,Imja Tsho,5010,1.28,4.5
2024-04-03,4,-10.5,0.0,68.98344091428403,Imja Tsho,5010,1.28,4.5
2024-04-04,4,-10.3,0.0,45.588711893866105,Imja Tsho,5010,1.28,4.5
2024-04-05,4,-9.9,0.0,60.35286364216185,Imja Tsho,5010,1.28,4.5
2024-04-06,4,-8.75,0.1,94.65986624720148,Imja Tsho,5010,1.28,4.5
2024-04-07,4,-13.5,0.0,66.71524768143976,Imja Tsho,5010,1.28,4.5
2024-04-08,4,-15.5,0.0,54.134333217322315,Imja Tsho,5010,1.28,4.5
2024-04-09,4,-13.1,0.0,45.37628472993862,Imja Tsho,5010,1.28,4.5
2024-04-10,4,-13.8,0.0,46.05822005209204,Imja Tsho,5010,1.28,4.5
2024-04-11,4,-14.549999999999999,0.0,45.02355703208383,Imja Tsho,5010,1.28,4.5
2024-04-12,4,-11.7,0.0,62.85833158739206,Imja Tsho,5010,1.28,4.5
2024-04-13,4,-10.8,0.0,44.066601258247786,Imja Tsho,5010,1.28,4.5
2024-04-14,4,-10.850000000000001,0.0,69.84218729634904,Imja Tsho,5010,1.28,4.5
